id,sentence1,sentence2,label,similarity,similarity_percentage,plagiarism_status
628,Authors may post documents on their own websites and in their institutional repositories with a link back to the ACM Digital Library 's permanently maintained Version of Record .,Authors can post documents on their institutional websites and in their own repositories with a link back to the permanently maintained version of Record of the ACM Digital Library .,0,0.6901601175589304,69.01601175589303,Not Plagiarized
629,"Iijärvi - Lake ( Ristijärvi ) is a medium-sized lake in the main catchment area of Oulujoki , located in the Kainuu region of northern Finland .","Lake Iijärvi ( Ristijärvi ) is a medium-sized lake in the Kainuu main catchment area . It is located in the Oulujoki region , northern Finland .",0,0.634461989552947,63.4461989552947,Not Plagiarized
630,Joan Milke Flores was inspiring and a friend of Nikki Hornsby to this day .,Nikki Hornsby was inspirational and to this day a friend of Joan Milke Flores .,0,0.5031026124151315,50.31026124151315,Not Plagiarized
631,"For the first time in the history of the league , Gary Gait von Rochester played against his twin brother Paul Gait of Philadelphia .","For the first time in league history , Paul Gait of Rochester played against his twin brother Gary Gait of Philadelphia .",0,0.6291151414912824,62.911514149128244,Not Plagiarized
632,"Its southern shore was marshy , but the northern end of the island ( towards Richfield Springs ) had trees and vegetation .","Its northern shore was marshy , but the southern end of the island ( toward Richfield Springs ) had trees and vegetation .",0,0.7297273805759764,72.97273805759764,Possible Plagiarism
633,"The parakonsistent hexagon can be interpreted in various ways , including as a model of traditional logic , quantifications , modal logic , order theory , or logical logic .","The paraconsistent hexagon may be interpreted in various ways , including as a model of traditional logic , quantifications , modal logic , order theory or logical logic .",1,0.8985726069853015,89.85726069853015,Possible Plagiarism
634,"`` Austrolestes leda '' is a medium to large Damselfly , the male is light blue and black .","`` Austrolestes leda '' is a medium-sized to large damselfly , the male is light blue and black .",1,0.8059384023279517,80.59384023279517,Possible Plagiarism
635,"To get there , take the Marine Drive from the Lions Gate Bridge to the West , past Lighthouse Park , Horseshoe Bay and then further on to the 7100 Marine Drive block .","To get there , take the Marine Drive from the Lions Gate Bridge to the west , past the Horseshoe Bay , Lighthouse Park and continue on to the 7100 Marine Drive block .",0,0.8029628554857016,80.29628554857015,Possible Plagiarism
636,"Aldous Huxley introduced Alfred Matthew Hubbard into the drug in 1955 , and Timothy Leary began to take it in 1962 .",Aldous Huxley introduced Alfred Matthew Hubbard to the drug in 1955 and Timothy Leary began taking it in 1962 .,1,0.850229216666829,85.0229216666829,Possible Plagiarism
637,Steve Cotterill left the club at the end of the season and was replaced by Craig Short .,Craig Short left the club at the end of the season and was replaced by Steve Cotterill .,0,0.791528979180192,79.1528979180192,Possible Plagiarism
638,"In 1954 she married Reinaldo Zamparelli , lived in Bogotá , Colombia and later in Lima , Peru .","She married Reinaldo Zamparelli in 1954 , living in Bogotá , Colombia and later in Lima , Peru .",1,0.6549838312574768,65.49838312574768,Not Plagiarized
639,Plena is another form of folkloric music of African origin .,Plena is yet another form of African music of folkloric origin .,0,0.46975676801152594,46.975676801152595,Not Plagiarized
640,"The Meads of Asphodel is a British black metal band with pronounced medieval influences , eastern , punk and progressive metal from Hertfordshire in the United Kingdom .","The Meads of Asphodel are a medieval metal band with pronounced British black , eastern , punk and progressive metal influences from Hertfordshire in the UK .",0,0.5646926958006891,56.46926958006892,Not Plagiarized
641,"The miniseries was nominated for various awards and won , including several Primetime Emmy Awards and the Golden Globe Awards .","The miniseries was nominated for and won multiple awards , including various Primetime Emmy Awards and Golden Globe Awards .",1,0.6704372361951023,67.04372361951023,Not Plagiarized
642,"Outside Europe , the French-style Macaron can be found in Canada and the United States .",The French - Style Macaron can be found outside of Canada in Europe and the United States .,0,0.581969669221429,58.1969669221429,Not Plagiarized
643,The Quechua variety spoken in Cusco is Arequipa -- Collao Quechua .,"Quechua 's variety , spoken in Cusco , is Arequipa -- Collao Quechua .",1,0.9999999999999999,99.99999999999999,Possible Plagiarism
644,James Sinclair studied Karate from Sensei Alan White in Pitsea near Basildon in Essex in the early 1970s before switching to Wing Chun .,"In the early 1970s , Alan White Karate of Sensei James Sinclair studied in Basildon , near Pitsea in Essex , before moving to Wing Chun .",0,0.5152954194513127,51.52954194513127,Not Plagiarized
645,"On April 1 , 2010 , Robertson made the first official maximum pause of his career in his second round of match at the China Open against Peter Ebdon 2010 .",On 1 April 2010 Peter Ebdon made the first official maximum break of his career in his second round match in the 2010 China Open against Robertson .,0,0.5927429089738193,59.27429089738193,Not Plagiarized
646,"Laudium is a relatively prosperous area ( which is unusual for a community ) , with very large mansions visible from the R55 road .","Laudium is a relatively wealthy area ( which is unusual for a township ) , with very large mansions visible from the R55 road .",1,0.5586177528223197,55.861775282231974,Not Plagiarized
647,"Crain wrote on this album the song `` For the Miner '' , which was mentioned shortly before his death for Jason Molina .",Crain has written the song `` For the Miner '' on this album which was mentioned for Jason Molina shortly before his death .,1,0.4646241881946847,46.46241881946847,Not Plagiarized
648,Downey pointed out in an interview that Simpson threw a party for the jurors who acquitted Ohlmeyer .,"In an interview , Downey pointed out that Simpson threw a party for the jurors that Ohlmeyer had acquitted .",1,0.6219700287363547,62.19700287363546,Not Plagiarized
649,"For his career , Webb had 5,771 Yards and 2,774 passing farms for a total of 8,545 offensive yards .","For his career , Webb had 5,771 passing yards and 2,774 rushing yards for a total of 8,545 offensive yards .",0,0.641646472054742,64.1646472054742,Not Plagiarized
650,"In 2000 she was elected the first Canadian President of the Modern Language Association , the 117th Canadian to hold this position , and the third woman .","In 2000 , she was elected to the 117th president of the Modern Language Association , the third Canadian to hold this position , and the first Canadian woman .",0,0.6694188517266486,66.94188517266485,Not Plagiarized
651,Remy Belleau was very much admired in the twentieth century by poets such as Francis Ponge .,"Francis Ponge was greatly admired by poets in the twentieth century , such as Remy Belleau .",0,0.5292787729124184,52.92787729124184,Not Plagiarized
652,The Gulf Coast Box tortoise can be found along the Gulf of Mexico from the state of Florida to the state of Louisiana .,The Gulf Coast box turtle can be found along the Gulf of Mexico from the state of Florida to the state of Louisiana .,1,0.7714264711881896,77.14264711881896,Possible Plagiarism
653,"In January 1131 he was trapped in a forest near Ringsted in Zealand , and executed .","In January 1131 , he was captured and executed in a forest near Ringsted in Zealand .",1,0.581969669221429,58.1969669221429,Not Plagiarized
654,James Sinclair studied Karate from Sensei Alan White in Pitsea near Basildon in Essex in the early 1970s before switching to Wing Chun .,"In the early 1970s , James Sinclair Karate of Sensei Alan White studied in Pitsea near Basildon in Essex before moving to Wing Chun .",1,0.634461989552947,63.4461989552947,Not Plagiarized
655,"The election of the Oldham Council in 1999 took place on 6 May 1999 to elect the members of the Oldham Metropolitan Borough Council in Greater Manchester , England .","The election of the Oldham Metropolitan Borough Council in 1999 took place on 6 May 1999 to elect the members of the Oldham Council in Greater Manchester , England .",0,1.0000000000000018,100.00000000000017,Possible Plagiarism
656,"He made his debut in the Russian Football National League for FC Gazovik Orenburg on 20 March , 2016 , in a game against FC Torpedo Armavir .",On 20 March 2016 he debuted in the Russian Football - National League for FC Gazovik Orenburg in a game against FC Torpedo Armavir .,1,0.7736095163372202,77.36095163372202,Possible Plagiarism
657,They used Creole Philippine ingredients and indigenous names to improvise what became part of an evolving Spanish cuisine .,They used creole Filipino ingredients and indigenous names to improvise what became part of an evolving Spanish cuisine .,1,0.7297273805759764,72.97273805759764,Possible Plagiarism
658,Dassault Systèmes was bought in 2014 by Quintiq .,"Later in 2014 , Dassault Systèmes was bought by Quintiq .",1,0.5479807587583923,54.798075875839224,Not Plagiarized
659,Lydia Yeamans was born off the coast of South Australia during a voyage from Sydney to Melbourne .,Lydia Yeamans was born off the coast of South Australia during a journey from Sydney to Melbourne .,1,0.7025997416361692,70.25997416361692,Possible Plagiarism
660,"Meanwhile , the Vichy regime promoted a highly female model of traditional roles .","Meanwhile , the Vichy regime has promoted a highly female model of traditional roles .",1,0.9999999999999999,99.99999999999999,Possible Plagiarism
661,The Worcestershire Cricket Board was represented against the Kent Cricket Board in a single List A match at the NatWest Trophy 1999 .,"In the 1999 NatWest Trophy , the Kent Cricket Board was represented in a single List A game against the Worcestershire Cricket Board .",0,0.6783893610852075,67.83893610852076,Not Plagiarized
662,"Cedarville is a hamlet on NY 51 in the city of Columbia in Herkimer County , New York .","Columbia is a hamlet on NY 51 in the city of Cedarville in Herkimer County , New York .",0,0.7297273805759764,72.97273805759764,Possible Plagiarism
663,His family immigrated from Indiana to Scotland in 1842 when he was nine years old .,His family migrated from Scotland in 1842 to Indiana when he was nine years old .,0,0.44751086720733996,44.751086720733994,Not Plagiarized
664,An independent analysis postulates that alternative vowels no longer exist in Standard Polish as nasal phonemes .,An independent analysis postulates that alternative standard - vowels in standard - Polish no longer exists as nasal phonemes .,1,0.5473078145266792,54.73078145266792,Not Plagiarized
665,It was held in 2015 and 2016 in Wisconsin and will return to Des Moines in 2017 .,It was held in Des Moines in 2015 and 2016 and will return to Wisconsin in 2017 .,0,0.5031026124151315,50.31026124151315,Not Plagiarized
666,It has been estimated that Japan has the potential for 144 GW for onshore wind and 608 GW of offshore wind capacity .,It has been estimated that Japan has 144 GW of offshore wind and 608 GW onshore wind capacity .,0,0.8608081620241022,86.08081620241022,Possible Plagiarism
667,"Sogndal Fotball is the association of football clubs of the Norwegian sports club Sogndal IL from Sogn og Fjordane in Sogndal , which was founded in 1926 .",Sogndal Fotball is the association football section of Norwegian sports club Sogndal IL from Sogndal in Sogn og Fjordane . The club was founded in 1926 .,0,0.7068486274872469,70.68486274872468,Possible Plagiarism
668,"It was founded in 1982 by Samuel Lipman , former art critic for `` The New York Times '' and Hilton Kramer , a pianist and music critic .","It was founded in 1982 by Samuel Lipman , former art critic of the `` New York Times '' , and Hilton Kramer , a pianist and music critic .",1,1.000000000000001,100.00000000000011,Possible Plagiarism
669,"Ghimniye is a village in Palghar - district of Maharashtra , India . It is located in Talasari Taluka .","Ghimniye is a village in the Palghar district of Maharashtra , India . It is located in Talasari taluka .",1,1.0,100.0,Possible Plagiarism
670,The left and right board edge are controlled by the battery formed by Lance and Chariot .,The left and right edges are formed by the battery controlled by Lance and Chariot .,0,0.3957488095538141,39.57488095538141,Not Plagiarized
671,Fernando Miyares Pérez y Bernal ( sometimes Fernando Miyares y Gonzales ) was a Cuban general captain who was born in 1749 in Santiago de Cuba .,Fernando Miyares y Gonzales ( sometimes Fernando Miyares Pérez y Bernal ) was a Cuban general captain who was born in 1749 in Santiago de Cuba .,0,0.8869645423113514,88.69645423113514,Possible Plagiarism
672,"Kobach had previously appointed Newby to supervise elections Johnson County , Kansas .","Kobach had previously appointed Newby to oversee Johnson County , Kansas elections .",1,0.6219700287363545,62.197002873635455,Not Plagiarized
673,"It was written by Allen Coulter and led by David Chase , and was originally aired on March 4 , 2001 .","It was written by Allen Coulter and directed by David Chase , and originally aired on March 4 , 2001 .",1,0.7297273805759764,72.97273805759764,Possible Plagiarism
674,"Rugi is a small village in Bagalkot , Karnataka , India , district Mudhol .","Rugi is a small village in Mudhol , in the Bagalkot district , Karnataka , India .",0,0.581969669221429,58.1969669221429,Not Plagiarized
675,"In 1934 , Wilder committed suicide and Walter died on 20 April 1938 .","Walter committed suicide in 1934 , and Wilder herself died April 20 , 1938 .",0,0.48135845263284466,48.135845263284466,Not Plagiarized
676,"Meanwhile , Tyler joins the Alcoholics Anonymous in the hope of getting closer to Wilhelmina .","Meanwhile , Tyler joins the anonymous alcoholics in the hope of getting closer to Wilhelmina .",1,0.6694188517266485,66.94188517266485,Not Plagiarized
677,She has been Ambassador of Denmark to Finland since September 2013 .,Since September 2013 she has been Ambassador of Finland in Denmark .,0,0.5031026124151314,50.310261241513146,Not Plagiarized
678,The layout of Davey Glen Park is similar to that of Twin Pines park and other parks in Belmont .,The Belmont layout is similar to that of Twin Pines Park and other parks in Davey Glen Park .,0,0.7523197619890015,75.23197619890016,Possible Plagiarism
679,"Ectoedemia heinrichi is a moth of the family of Nepticulidae , which is found in Virginia , Ohio and Kentucky in the United States .","Ectoedemia heinrichi is a moth of the Nepticulidae family . It is found in Kentucky , Ohio and Virginia in the United States .",1,0.5230968795619088,52.30968795619088,Not Plagiarized
680,"Former President , Brenda Kuecks , received a Clean50 Award in 2013 for her work in promoting sustainable development and clean capitalism in Canada .",Former President Brenda Kuecks received a Clean50 Award for her work to promote clean development and sustainable capitalism in Canada in 2013 .,0,0.5459353233572097,54.59353233572097,Not Plagiarized
681,"Lyndon married Mary Carr , the daughter of Edward and Hannah ( Stanton ) Carr in 1727 , and granddaughter of the governor Caleb Carr .","Mary Carr married in 1727 Caleb Carr , the daughter of Lyndon ( Stanton ) Carr , and granddaughter of Governor Edward and Hannah .",0,0.6528181311565415,65.28181311565416,Not Plagiarized
682,There were several competing organisations on the radical republican side of Irish politics during this period .,"During this period , there were several competing organizations on the Irish side of radical Republican politics .",0,0.37131352596671297,37.1313525966713,Not Plagiarized
683,"The Greenwood Union Cemetery is a graveyard in Rye and Harrison , Westchester County , New York .","The Greenwood Union Cemetery is a cemetery in Westchester County , New York and Harrison in Rye .",0,0.6151672453817439,61.516724538174394,Not Plagiarized
684,The province of Al - Madinah is a village in Mafraq in western Saudi - Arabia .,"Al Madinah Province is a village in Mafraq , in western Saudi Arabia .",1,0.7669315927137316,76.69315927137316,Possible Plagiarism
685,He was closely followed the next year by a Spanish expedition led by the Portuguese explorer Estêvão Gomes .,"The following year , he was closely followed by a Portuguese expedition by the Spanish explorer Estêvão Gomes .",0,0.4646241881946847,46.46241881946847,Not Plagiarized
686,Theodore G. Bilbo wrote to the segregationist Mississippi Senator Byrd in December 1944 :,"In December 1944 , Theodore G. Bilbo wrote to segregationist Mississippi Senator Byrd :",1,0.8901087250340664,89.01087250340663,Possible Plagiarism
687,"The Lushington the falls are named after is Thomas Davies Lushington , the brother of Edmund Law Lushington who married Cecilia Tennyson .","The Lushington The Falls are named after Cecilia Tennyson , brother of Edmund Law Lushington , who married Thomas Davies Lushington .",0,0.825325793789893,82.5325793789893,Possible Plagiarism
688,"On 16 June 1948 he married Mary Kate ( born Mary Heistand Underwood ) and had three children : Scotty , Molly and Scott .","He married Mary Kate ( née Mary Heistand Underwood ) on June 16 , 1948 and had three children : Scotty , Molly and Scott .",1,0.6140564466607158,61.40564466607158,Not Plagiarized
689,Alex of MSN TV listed Lorna Cooper of one of Soap Opera 's `` forgotten characters '' .,Lorna Cooper of MSN TV listed Alex one of the `` forgotten characters '' of the Soap Opera .,0,0.6549838312574768,65.49838312574768,Not Plagiarized
690,"It was first taken by Lorraine Copeland in 1954 , followed by A. Kuschke and J .","It was first admitted in 1954 by A. Kuschke , followed by Lorraine Copeland and J .",0,0.3779132184330249,37.79132184330249,Not Plagiarized
691,"codice 14 contains an empty tree here , codice 15 represents a data element and codice 16 organizes the data into branches .","Here codice 14 represents an empty tree , codice 15 contains a piece of data and codice 16 organizes the data in branches .",0,0.6694188517266485,66.94188517266485,Not Plagiarized
692,It has been shown that the tolerance of human stereopsis over the cyclodisparity of lines ( orientational disparity ) for horizontal lines is greater than for vertical lines .,It has been shown that the tolerance of human stereopsis to cyclodisparity of lines ( orientation disparity ) is greater for vertical lines than for horizontal lines .,0,0.7247051253824601,72.47051253824601,Possible Plagiarism
693,Belhanhumei is a city in the central Somalia region of Hiran .,Belhanhumei is a town in the central Hiran region of Somalia .,0,0.29670081122577385,29.670081122577386,Not Plagiarized
694,The company was founded by the South African entrepreneur and industrialist Ivor Ichikowitz and is based in South Africa with its headquarters in Sandton .,"The company was founded by the South African entrepreneur and industrialist Ivor Ichikowitz and is located in Sandton , with its headquarters in South Africa .",0,0.6901601175589304,69.01601175589303,Not Plagiarized
695,"In November 2016 , the FSB and the BIS agreed to a further five-year extension of the agreement from January 2018 to 2023 .","In November 2016 , the BIS and the FSB board agreed to a further five-year extension of the agreement from January 2018 to 2023 .",1,0.6969748576602278,69.69748576602278,Not Plagiarized
696,"Types A and B were proposed in the 1970s , and the other types were proposed subsequently when the first two proved insufficient to classify ADRs .","Types A and B were proposed in the 1970 ’ s , and the first types were subsequently proposed when the other two had proved insufficient to classify ADRs .",0,0.6130820025448342,61.308200254483424,Not Plagiarized
697,The fluid catalytic cracking is the main conversion unit with a rated capacity of .,The main cracking is the catalytic fluid conversion unit with a nominal capacity of .,0,0.36651307157801516,36.65130715780152,Not Plagiarized
698,"Stockport , Greater Manchester railway station serves Brinnington in the eastern part of Brinnington , England .","Brinnington Station serves Brinnington in the eastern part of Stockport , Greater Manchester in England .",0,0.6717167768628544,67.17167768628543,Not Plagiarized
699,Kumar advises you to take starts from Premji by paying large amounts of money .,Kumar starts to take advises from Premji by paying large amounts of money .,0,0.6694188517266485,66.94188517266485,Not Plagiarized
700,The defendant then broke into the house and tried unsuccessfully to open and then to remove the safe .,The accused then broke into the house and tried unsuccessfully to open the safe and then to remove it .,1,0.581969669221429,58.1969669221429,Not Plagiarized
701,"At first he recruited the singer Nusrat Hussain from the Jupiters and then the former lead guitarist of Vital Signs , Ali Azmat , on the keyboards .","First , he recruited singer Nusrat Hussain from the Jupiters and then the former Vital Signs lead guitarist , Ali Azmat , on keyboards .",1,0.7714264711881895,77.14264711881896,Possible Plagiarism
702,"A panicked Arthur recognizes what Adam wants and tries to escape , but is forced to touch Arthur 's hand .","Realizing what Adam wants , a panicked Arthur tries to escape , but is forced to touch Arthur 's hand .",1,0.7062848168468483,70.62848168468483,Possible Plagiarism
703,"After their death in June 1938 , in 1940 he married Jessie , daughter of George Graham .","In 1940 , after her death in June 1938 , he married George Graham , daughter of Jessie .",0,0.5485297816691111,54.852978166911114,Not Plagiarized
704,"`` Timoléon '' was too far south to escape with Villeneuve and , in attempting to join the survivors , had also grounded on the shoal .","Timoléon was too far south to escape with Villeneuve , and had also stopped on the swarm in attempting to join the survivors .",1,0.5863466456901572,58.63466456901571,Not Plagiarized
705,"The United States Geological Survey lists Arnold Guyot , Swiss geologist , as the man for whom the mountain was named , supposedly by famous scientist Joseph Le Conte .","The United States Geological Survey lists Arnold Guyot , Swiss geologist , as the man for whom the mountain was named , supposedly by famous explorer Joseph Le Conte .",1,0.8437484296895231,84.37484296895231,Possible Plagiarism
706,"ITSEC has been replaced largely by Common Criteria , which provides similarly defined evaluation levels and implements the objective of the evaluation concept and the security target document .","ITSEC has been largely replaced by Common Criteria , which implements similarly defined evaluation levels and provides the objective of the evaluation concept and the security target document .",0,0.6694188517266486,66.94188517266485,Not Plagiarized
707,Chiangmaiana qinlingensis is a moth in the Cossidae family . It is found in China ( Shaanxi ) .,Chiangmaiana qinlingensis is a moth in the Cossidae family that is found in China ( Shaanxi ) .,1,1.0000000000000007,100.00000000000007,Possible Plagiarism
708,"The order , founded in Northlake , Illinois , has its headquarters in Nashville , Tennessee today .","Founded in Northlake , Illinois , the Order now has its headquarters in Nashville , Tennessee .",1,0.654359289901984,65.4359289901984,Not Plagiarized
709,"The Baldwins lived in Washington , D.C. Robert Baldwin died in 1977 , and Helen Baldwin died March 14 , 1998 , from Lou Gehrig 's disease .","The Baldwins lived in Washington , D.C. Robert Baldwin died in 1977 , and Helen Baldwin died from the disease of Lou Gehrig on 14 March 1998 .",1,0.7641487967296143,76.41487967296143,Possible Plagiarism
710,"Divorced from Thomas , former MEP , Hutton has two sons , Alasdair Hutton and Nicholas Hutton . Her hobbies include gardening and chamber music .","Hutton has two sons , Alasdair Hutton and Nicholas Hutton , who have divorced from Thomas , the former MEP , and her hobbies include gardening and chamber music .",1,0.8869645423113512,88.69645423113512,Possible Plagiarism
711,"Syndal railway station is located on the Glen Waverley line in Victoria , Australia .","The Syndal railway station is on the Glen Waverley line in Victoria , Australia .",1,0.7846808650367368,78.46808650367369,Possible Plagiarism
712,The clock 's mechanism was replaced in 1695 and the present works were installed in 1792 .,The clock mechanism was replaced in 1695 and the current works were installed in 1792 .,1,0.6694188517266485,66.94188517266485,Not Plagiarized
713,"The facility was inaugurated in October 1963 , completed on 14 May 1964 .","The facility was completed in October 1963 dedicated on May 14 , 1964 .",0,0.44751086720733996,44.751086720733994,Not Plagiarized
714,"After selling his house on 30 Harare drive to the Canadian Embassy he bought Bromley Farm just outside Marondera , Zimbabwe .","After selling his house to 30 Harare - drive to the Canadian embassy , he bought Bromley Farm outside Marondera , Zimbabwe .",1,0.8608081620241022,86.08081620241022,Possible Plagiarism
715,"`` Captain '' was broken in 1739 , and eventually rolled up in 1762 .","`` Captain '' was broken in 1739 , and eventually hulked up in 1762 .",1,0.5744651733947116,57.44651733947116,Not Plagiarized
716,"Ganga Maya Park is about the road down , further on the Rock Garden .","Ganga Maya Park is about down the road , further from the Rock Garden .",1,1.0000000000000002,100.00000000000003,Possible Plagiarism
717,In 1905 Giard coined the word `` poecilogonie '' ( poecilogony ) to describe a phenomenon in which dissimilar adults develop from similar larvae in marine invertebrates .,"In 1905 , Giard coined the word `` poecilogonie '' ( poecilogony ) to describe a phenomenon in which similar larvae in marine invertebrates develop unequal adults .",1,0.6901601175589304,69.01601175589303,Not Plagiarized
718,He was born in Shanghai and grew up there and in Hong Kong .,He was born in Hong Kong and grew up there and started in Shanghai .,0,0.4360379885513016,43.60379885513016,Not Plagiarized
719,"At the same time , a Neapolitan garrison would bribe it for the first man who would betray him .","At the same time , a Neapolitan garrison would bribe it to the first man , who would betray him .",1,1.0000000000000002,100.00000000000003,Possible Plagiarism
720,"At the same time , a strange newcomer in the Great Valley has Littlefoot and his friends to help to find out exactly what he is .","At the same time , a strange newcomer to the Great Valley is Littlefoot and his friends who are trying to help find out exactly what he has .",0,0.8059384023279518,80.59384023279517,Possible Plagiarism
721,"In May 1999 , the Patriarch Teoctist received the visit of Pope John Paul II in Romania .","In May 1999 , Pope John Paul II received a visit from the Patriarch teoctist to Romania .",0,0.6549838312574768,65.49838312574768,Not Plagiarized
722,The three Kurdish representatives in the negotiations with the Iranian leaders returned to Iran freely .,Three Iranian representatives in the negotiations with the Kurdish leaders returned freely to Iran .,0,0.5031026124151315,50.31026124151315,Not Plagiarized
723,"Written by Timbaland , it was produced by Static Major and Timothy Mosley .","It is written by Static Major and Timothy Mosley , and produced by Timbaland .",0,0.6279041938452457,62.79041938452457,Not Plagiarized
724,"Most Jewish anarchists supported anarcho-syndicalism and communist anarchism , while a few were individualist anarchists .","Most Jewish anarchists supported anarchosyndicalism and communist anarchism , while a few individualist anarchists were .",1,0.641846556250899,64.1846556250899,Not Plagiarized
725,"The other two children were the late Nathaniel Harris Hammond , who died in 1906 , and composer Richard Pindle Hammond , born in London , England .","Nathaniel Harris Hammond , died 1906 , and Richard Pindle Hammond , composer , born in London , England , were the two other children .",1,0.7008506010302393,70.08506010302393,Possible Plagiarism
726,"Jean de Tournes retired in 1653 , and was succeeded in the family business by his sons Jean Antoine and Samuel de Tournes .",Jean Antoine retired in 1653 and was replaced by his sons Jean de Tournes and Samuel de Tournes in the family company .,0,0.5459353233572097,54.59353233572097,Not Plagiarized
727,"In November 1964 , the first oral consultations took place between the Norwegian Embassy and the Soviet Government .","In November 1964 , the first oral consultations took place between the Soviet Embassy and the Norwegian Government .",0,0.6549838312574768,65.49838312574768,Not Plagiarized
728,Former President Brenda Kuecks received a Clean50 Award for her work to promote clean development and sustainable capitalism in Canada in 2013 .,"Former President , Brenda Kuecks , received a Clean50 Award in 2013 for her work in promoting clean development and sustainable capitalism in Canada .",1,0.6901601175589304,69.01601175589303,Not Plagiarized
729,"The Soviet Union was officially neutral until June 1941 in Europe , and until August 1945 in Asia , when it attacked Japan in cooperation with the U.S .","The Soviet Union was officially neutral in Europe until June 1941 , and Asia until August 1945 , when it attacked Japan in collaboration with the US .",1,0.5655517669836122,56.55517669836122,Not Plagiarized
730,It is situated south of Bolu and to the north of Köroğlu Mountains .,It is situated south of Bolu and north of the Köroğlu mountains .,1,1.0000000000000002,100.00000000000003,Possible Plagiarism
731,"He stayed in Wales after 1815 , when his wife died , but with his health declining he returned to live in London in 1825 .","He remained in Wales after 1815 , when his wife died , but with his health declining he returned to live in London in 1825 .",1,0.8278627458597881,82.78627458597882,Possible Plagiarism
732,"Wilbur was born on 1 March 1921 in North Caldwell , New Jersey and grew up in New York City .","He was born on 1 March 1921 in New York City and grew up in North Caldwell , New Jersey .",0,0.7186149334200743,71.86149334200744,Possible Plagiarism
733,It was later moved across Gloucester Street to the top of King Street .,It was later moved to the top of King Street on Gloucester Street .,1,0.7357532581618298,73.57532581618298,Possible Plagiarism
734,Maranakatte is situated at a distance of 16 km from Kollur on the way to Kundapura and the village is also called Kanchinakodlu .,Maranakatte is located at a distance of 16 km from Kollur on the way to Kundapura and the village is also called Kanchinakodlu .,1,0.7523197619890015,75.23197619890016,Possible Plagiarism
735,"Sawyer , who was born in Lee County , Mississippi , moved with his parents to Shelby County , Alabama .","Sawyer was born in the Shelby County , Alabama , and moved with his parents to Lee County , Mississippi .",0,0.7523197619890015,75.23197619890016,Possible Plagiarism
736,"Galileo was inducted to the center Academy on April 25 , 1611 , and became its exclusive intellectual .","On April 25 , 1611 , Galileo was admitted to the exclusive Academy and became its intellectual center .",0,0.4196862182363293,41.96862182363293,Not Plagiarized
737,"Clement Arundel `` Clem '' Newton-Brown ( born 3 September 1967 ) , Victorian politician , is the former member for Prahran in the Australian Legislative Assembly .","Clement Arundel `` Clem '' Newton-Brown ( born September 3 , 1967 ) , Australian politician , is the former member of Prahran in the Victorian Legislative Assembly .",0,0.7598477326802965,75.98477326802964,Possible Plagiarism
738,The smallest number that can be represented as a sum of four positive seventh potences in two different ways is 2056364173794800 .,The smallest number that can be presented as a sum of four different powers in two positive and seventh ways is 2056364173794800 .,0,0.4104070671759876,41.040706717598766,Not Plagiarized
739,"Aaron Levie was born to a Jewish family from Mercer Island , Washington , a small suburb of Seattle .","Aaron Levie was born to a Jewish family from Mercer Island in Washington , a small suburb of Seattle .",1,0.9999999999999992,99.99999999999993,Possible Plagiarism
740,"The visible characteristic is for a fast , flashing white light ( Q.W . ) , light 064 ° -238 ° and 290 ° -295 ° .","The shown light characteristic is a fast flashing white light ( Q.W . ) , visible for 064 ° -238 ° and 290 ° -295 ° .",0,0.7186149334200744,71.86149334200745,Possible Plagiarism
741,"The 1981-1982 World Cup started on 9 January 1982 in Reit im Winkl , Kiruna , Sweden , and ended in Germany on 13 April 1982 .","The World Cup started in Reit im Winkl on 9 January 1982 and ended on 13 April 1982 in Kiruna , Sweden .",0,0.6397656883177992,63.97656883177992,Not Plagiarized
742,"Following this uprising , Major Noel tried unsuccessfully to bring Simko and other Kurdish nationalist leaders , including Shaykh Mahmud , together .","Following this uprising , Major Noel tried unsuccessfully to bring Shaykh Mahmud and other Kurdish nationalist leaders , including Simko , together .",0,0.8019783064439234,80.19783064439234,Possible Plagiarism
743,The Olympic Committee of the Cayman Islands was founded in 1973 and was recognized by the IOC ( International Olympic Committee ) in 1976 .,The Cayman Islands Olympic Committee was founded in 1973 and was recognised by the International Olympic Committee ( IOC ) in 1976 .,1,0.6140564466607158,61.40564466607158,Not Plagiarized
744,"Juncus luciensis is a species of rush known by the uncommon name Santa Lucia dwarf rush . It is common to California , where it is endemic .","Juncus luciensis is a species of the rush known for the common name Santa Lucia Dwarf Rush It is endemic to California , where it is unusual .",0,0.6392306240536284,63.92306240536284,Not Plagiarized
745,"The brewery produces eight standard beers and three standard beers , and the seasonal Natte , Zatte , Columbus and Struis beers are bio-certified .","The brewery produces eight standard beers and three seasonal beers , the standard beers Natte , Zatte , Columbus and Struis are bi-certified .",0,0.7641487967296143,76.41487967296143,Possible Plagiarism
746,The smallest number that can be presented as a sum of four different powers in two positive and seventh ways is 2056364173794800 .,"The smallest number , which can be presented as a sum of four positive seventh powers in two different ways , is 2056364173794800 .",0,0.6549838312574768,65.49838312574768,Not Plagiarized
747,"Teliana Santos Pereira ( born July 20 , 1988 in Aguas Belas ) is a Brazilian tennis player .","Teliana Santos Pereira ( born July 20 , 1988 in Aguas Belas ) is a Brazilian professional player .",1,0.7714264711881895,77.14264711881896,Possible Plagiarism
